prot1,prot2,gene1,gene2,idm,authors,pub_id,species1,species2,interaction_type,source_databases,interaction_identifiers,confidence_score,biological_role1,biological_role2,exp_role1,exp_role2,interactor_type1,interactor_type2,taxid_host,participant_id_method1,participant_id_method2,service_name,biogrid_experimental_system,biogrid_description,biogrid_type,throughput
P25644,P30771,PAT1,NAM7,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515369,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0427""(mass spectrometry)","psi-mi:""MI:0396""(predetermined participant)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,P53550,NAM7,DCP2,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515370,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,P47017,NAM7,LSM1,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515371,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,P38203,NAM7,LSM2,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515372,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,P57743,NAM7,LSM3,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515373,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,P40070,NAM7,LSM4,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515374,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,P40089,NAM7,LSM5,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515375,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,Q06406,NAM7,LSM6,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515376,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,P53905,NAM7,LSM7,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515377,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P25555,P30771,GBP2,NAM7,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515378,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0427""(mass spectrometry)","psi-mi:""MI:0396""(predetermined participant)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P28007,P30771,GAR1,NAM7,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515379,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0427""(mass spectrometry)","psi-mi:""MI:0396""(predetermined participant)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,P33322,NAM7,CBF5,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515380,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P10080,P30771,SBP1,NAM7,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515381,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0427""(mass spectrometry)","psi-mi:""MI:0396""(predetermined participant)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,P38828,NAM7,LSM12,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515382,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,P33399,NAM7,LHP1,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515383,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,Q02773,NAM7,RPM2,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515384,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P19812,P30771,UBR1,NAM7,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515385,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0427""(mass spectrometry)","psi-mi:""MI:0396""(predetermined participant)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,P50109,NAM7,PSP2,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515386,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P24276,P30771,SSD1,NAM7,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515387,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0427""(mass spectrometry)","psi-mi:""MI:0396""(predetermined participant)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P22147,P30771,XRN1,NAM7,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515388,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0427""(mass spectrometry)","psi-mi:""MI:0396""(predetermined participant)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,P37838,NAM7,NOP4,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515389,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,P39729,NAM7,RBG1,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515390,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,P39960,NAM7,BEM2,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515391,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,P53131,NAM7,PRP43,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515392,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,Q07623,NAM7,NOP6,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515393,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,Q07807,NAM7,PUF3,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515394,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0427""(mass spectrometry)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P20434,P30771,RPB5,NAM7,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515395,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0427""(mass spectrometry)","psi-mi:""MI:0396""(predetermined participant)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,Q12129,NAM7,NMD4,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515396,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0113""(western blot)",BioGrid,Affinity Capture-Western,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by western blot with a specific polyclonal antibody or a second epitope tag. This category is also used if an interacting protein was visualized directly by dye stain or radioactivity.,Physical,Low Throughput
P30771,Q03466,NAM7,EBS1,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515397,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0113""(western blot)",BioGrid,Affinity Capture-Western,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by western blot with a specific polyclonal antibody or a second epitope tag. This category is also used if an interacting protein was visualized directly by dye stain or radioactivity.,Physical,Low Throughput
P30771,P38351,NAM7,PAF1,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515398,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0113""(western blot)",BioGrid,Affinity Capture-Western,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by western blot with a specific polyclonal antibody or a second epitope tag. This category is also used if an interacting protein was visualized directly by dye stain or radioactivity.,Physical,Low Throughput
P30771,P39998,NAM7,EDC3,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515399,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0113""(western blot)",BioGrid,Affinity Capture-Western,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by western blot with a specific polyclonal antibody or a second epitope tag. This category is also used if an interacting protein was visualized directly by dye stain or radioactivity.,Physical,Low Throughput
P30771,P47017,NAM7,LSM1,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515400,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0396""(predetermined participant)","psi-mi:""MI:0113""(western blot)",BioGrid,Affinity Capture-Western,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by western blot with a specific polyclonal antibody or a second epitope tag. This category is also used if an interacting protein was visualized directly by dye stain or radioactivity.,Physical,Low Throughput
P30771,Q12129,NAM7,NMD4,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515401,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0113""(western blot)","psi-mi:""MI:0396""(predetermined participant)",BioGrid,Affinity Capture-Western,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by western blot with a specific polyclonal antibody or a second epitope tag. This category is also used if an interacting protein was visualized directly by dye stain or radioactivity.,Physical,Low Throughput
P30771,P38798,NAM7,NMD2,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515409,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0427""(mass spectrometry)","psi-mi:""MI:0396""(predetermined participant)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
P30771,P48412,NAM7,UPF3,"psi-mi:""MI:0004""(affinity chromatography technology)",Dehecq M (2018),pubmed:30275269,taxid:559292,taxid:559292,"psi-mi:""MI:0915""(physical association)","psi-mi:""MI:0463""(biogrid)",biogrid:2515410,-,"psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0499""(unspecified role)","psi-mi:""MI:0498""(prey)","psi-mi:""MI:0496""(bait)","psi-mi:""MI:0326""(protein)","psi-mi:""MI:0326""(protein)",taxid:unknown(-3),"psi-mi:""MI:0427""(mass spectrometry)","psi-mi:""MI:0396""(predetermined participant)",BioGrid,Affinity Capture-MS,The bait protein is affinity captured from cell extracts by either polyclonal antibody or epitope tag and the associated interaction partner is identified by MS methods.,Physical,Low Throughput
